date,hospital_name,borough,zip_code,er_visits_respiratory,total_er_visits,covid_cases,data_source
2023-03-12,Staten Island Hospital,SI,10301,1,19,13,NYC_COVID_REAL
2023-03-13,Bronx Medical Center,BX,10451,6,20,74,NYC_COVID_REAL
2023-03-13,Brooklyn Health Center,BK,11201,14,24,168,NYC_COVID_REAL
2023-03-13,Manhattan Hospital,MN,10001,11,27,96,NYC_COVID_REAL
2023-03-13,Queens Medical Center,QN,11101,3,26,131,NYC_COVID_REAL
2023-03-13,Staten Island Hospital,SI,10301,1,18,39,NYC_COVID_REAL
2023-03-14,Bronx Medical Center,BX,10451,7,34,57,NYC_COVID_REAL
2023-03-14,Brooklyn Health Center,BK,11201,7,17,157,NYC_COVID_REAL
2023-03-14,Manhattan Hospital,MN,10001,1,20,72,NYC_COVID_REAL
2023-03-14,Queens Medical Center,QN,11101,5,20,81,NYC_COVID_REAL
2023-03-14,Staten Island Hospital,SI,10301,2,29,25,NYC_COVID_REAL
2023-03-15,Bronx Medical Center,BX,10451,7,29,49,NYC_COVID_REAL
2023-03-15,Brooklyn Health Center,BK,11201,9,24,308,NYC_COVID_REAL
2023-03-15,Manhattan Hospital,MN,10001,2,26,82,NYC_COVID_REAL
2023-03-15,Queens Medical Center,QN,11101,1,14,88,NYC_COVID_REAL
2023-03-15,Staten Island Hospital,SI,10301,2,22,29,NYC_COVID_REAL
2023-03-16,Bronx Medical Center,BX,10451,9,35,55,NYC_COVID_REAL
2023-03-16,Brooklyn Health Center,BK,11201,7,22,157,NYC_COVID_REAL
2023-03-16,Manhattan Hospital,MN,10001,8,24,87,NYC_COVID_REAL
2023-03-16,Queens Medical Center,QN,11101,2,21,83,NYC_COVID_REAL
2023-03-16,Staten Island Hospital,SI,10301,4,14,31,NYC_COVID_REAL
2023-03-17,Bronx Medical Center,BX,10451,2,18,34,NYC_COVID_REAL
2023-03-17,Brooklyn Health Center,BK,11201,11,38,104,NYC_COVID_REAL
2023-03-17,Manhattan Hospital,MN,10001,8,18,71,NYC_COVID_REAL
2023-03-17,Queens Medical Center,QN,11101,5,26,98,NYC_COVID_REAL
2023-03-17,Staten Island Hospital,SI,10301,4,30,19,NYC_COVID_REAL
2023-03-18,Bronx Medical Center,BX,10451,2,31,31,NYC_COVID_REAL
2023-03-18,Brooklyn Health Center,BK,11201,7,36,63,NYC_COVID_REAL
2023-03-18,Manhattan Hospital,MN,10001,10,20,40,NYC_COVID_REAL
2023-03-18,Queens Medical Center,QN,11101,7,17,61,NYC_COVID_REAL
2023-03-18,Staten Island Hospital,SI,10301,1,21,12,NYC_COVID_REAL
2023-03-19,Bronx Medical Center,BX,10451,3,31,15,NYC_COVID_REAL
2023-03-19,Brooklyn Health Center,BK,11201,6,32,49,NYC_COVID_REAL
2023-03-19,Manhattan Hospital,MN,10001,8,35,39,NYC_COVID_REAL
2023-03-19,Queens Medical Center,QN,11101,8,36,56,NYC_COVID_REAL
2023-03-19,Staten Island Hospital,SI,10301,2,31,18,NYC_COVID_REAL
2023-03-20,Bronx Medical Center,BX,10451,2,29,76,NYC_COVID_REAL
2023-03-20,Brooklyn Health Center,BK,11201,8,28,156,NYC_COVID_REAL
2023-03-20,Manhattan Hospital,MN,10001,5,28,102,NYC_COVID_REAL
2023-03-20,Queens Medical Center,QN,11101,7,17,119,NYC_COVID_REAL
2023-03-20,Staten Island Hospital,SI,10301,1,29,29,NYC_COVID_REAL
2023-03-21,Bronx Medical Center,BX,10451,8,20,53,NYC_COVID_REAL
2023-03-21,Brooklyn Health Center,BK,11201,7,27,159,NYC_COVID_REAL
2023-03-21,Manhattan Hospital,MN,10001,8,34,84,NYC_COVID_REAL
2023-03-21,Queens Medical Center,QN,11101,6,20,106,NYC_COVID_REAL
2023-03-21,Staten Island Hospital,SI,10301,3,19,22,NYC_COVID_REAL
2023-03-22,Bronx Medical Center,BX,10451,2,30,48,NYC_COVID_REAL
2023-03-22,Brooklyn Health Center,BK,11201,5,20,158,NYC_COVID_REAL
2023-03-22,Manhattan Hospital,MN,10001,8,35,79,NYC_COVID_REAL
2023-03-22,Queens Medical Center,QN,11101,3,24,91,NYC_COVID_REAL
2023-03-22,Staten Island Hospital,SI,10301,2,14,25,NYC_COVID_REAL
2023-03-23,Bronx Medical Center,BX,10451,5,30,47,NYC_COVID_REAL
2023-03-23,Brooklyn Health Center,BK,11201,13,42,166,NYC_COVID_REAL
2023-03-23,Manhattan Hospital,MN,10001,8,37,75,NYC_COVID_REAL
2023-03-23,Queens Medical Center,QN,11101,4,15,85,NYC_COVID_REAL
2023-03-23,Staten Island Hospital,SI,10301,2,26,20,NYC_COVID_REAL
2023-03-24,Bronx Medical Center,BX,10451,6,17,45,NYC_COVID_REAL
2023-03-24,Brooklyn Health Center,BK,11201,4,21,132,NYC_COVID_REAL
2023-03-24,Manhattan Hospital,MN,10001,3,26,86,NYC_COVID_REAL
2023-03-24,Queens Medical Center,QN,11101,12,35,93,NYC_COVID_REAL
2023-03-24,Staten Island Hospital,SI,10301,1,24,29,NYC_COVID_REAL
2023-03-25,Bronx Medical Center,BX,10451,3,26,17,NYC_COVID_REAL
2023-03-25,Brooklyn Health Center,BK,11201,11,30,48,NYC_COVID_REAL
2023-03-25,Manhattan Hospital,MN,10001,5,27,41,NYC_COVID_REAL
2023-03-25,Queens Medical Center,QN,11101,5,29,73,NYC_COVID_REAL
2023-03-25,Staten Island Hospital,SI,10301,2,21,17,NYC_COVID_REAL
2023-03-26,Bronx Medical Center,BX,10451,2,23,24,NYC_COVID_REAL
2023-03-26,Brooklyn Health Center,BK,11201,6,33,59,NYC_COVID_REAL
2023-03-26,Manhattan Hospital,MN,10001,6,16,43,NYC_COVID_REAL
2023-03-26,Queens Medical Center,QN,11101,5,28,72,NYC_COVID_REAL
2023-03-26,Staten Island Hospital,SI,10301,1,29,16,NYC_COVID_REAL
2023-03-27,Bronx Medical Center,BX,10451,3,13,74,NYC_COVID_REAL
2023-03-27,Brooklyn Health Center,BK,11201,5,16,154,NYC_COVID_REAL
2023-03-27,Manhattan Hospital,MN,10001,7,25,85,NYC_COVID_REAL
2023-03-27,Queens Medical Center,QN,11101,10,21,107,NYC_COVID_REAL
2023-03-27,Staten Island Hospital,SI,10301,2,28,25,NYC_COVID_REAL
2023-03-28,Bronx Medical Center,BX,10451,7,18,74,NYC_COVID_REAL
2023-03-28,Brooklyn Health Center,BK,11201,11,31,142,NYC_COVID_REAL
2023-03-28,Manhattan Hospital,MN,10001,6,30,83,NYC_COVID_REAL
2023-03-28,Queens Medical Center,QN,11101,6,23,92,NYC_COVID_REAL
2023-03-28,Staten Island Hospital,SI,10301,3,19,23,NYC_COVID_REAL
2023-03-29,Bronx Medical Center,BX,10451,9,28,53,NYC_COVID_REAL
2023-03-29,Brooklyn Health Center,BK,11201,11,22,108,NYC_COVID_REAL
2023-03-29,Manhattan Hospital,MN,10001,7,28,84,NYC_COVID_REAL
2023-03-29,Queens Medical Center,QN,11101,8,23,88,NYC_COVID_REAL
2023-03-29,Staten Island Hospital,SI,10301,1,19,19,NYC_COVID_REAL
2023-03-30,Bronx Medical Center,BX,10451,6,35,46,NYC_COVID_REAL
2023-03-30,Brooklyn Health Center,BK,11201,9,33,182,NYC_COVID_REAL
2023-03-30,Manhattan Hospital,MN,10001,11,31,65,NYC_COVID_REAL
2023-03-30,Queens Medical Center,QN,11101,5,25,95,NYC_COVID_REAL
2023-03-30,Staten Island Hospital,SI,10301,1,20,21,NYC_COVID_REAL
2023-03-31,Bronx Medical Center,BX,10451,9,20,58,NYC_COVID_REAL
2023-03-31,Brooklyn Health Center,BK,11201,8,32,124,NYC_COVID_REAL
2023-03-31,Manhattan Hospital,MN,10001,3,13,55,NYC_COVID_REAL
2023-03-31,Queens Medical Center,QN,11101,8,21,88,NYC_COVID_REAL
2023-03-31,Staten Island Hospital,SI,10301,1,23,25,NYC_COVID_REAL
2023-04-01,Bronx Medical Center,BX,10451,4,26,27,NYC_COVID_REAL
2023-04-01,Brooklyn Health Center,BK,11201,7,28,51,NYC_COVID_REAL
2023-04-01,Manhattan Hospital,MN,10001,5,34,35,NYC_COVID_REAL
2023-04-01,Queens Medical Center,QN,11101,6,33,46,NYC_COVID_REAL
2023-04-01,Staten Island Hospital,SI,10301,1,26,12,NYC_COVID_REAL
2023-04-02,Bronx Medical Center,BX,10451,5,16,25,NYC_COVID_REAL
2023-04-02,Brooklyn Health Center,BK,11201,5,27,67,NYC_COVID_REAL
2023-04-02,Manhattan Hospital,MN,10001,1,20,35,NYC_COVID_REAL
2023-04-02,Queens Medical Center,QN,11101,6,24,58,NYC_COVID_REAL
2023-04-02,Staten Island Hospital,SI,10301,1,17,20,NYC_COVID_REAL
2023-04-03,Bronx Medical Center,BX,10451,6,16,38,NYC_COVID_REAL
2023-04-03,Brooklyn Health Center,BK,11201,11,24,126,NYC_COVID_REAL
2023-04-03,Manhattan Hospital,MN,10001,5,17,75,NYC_COVID_REAL
2023-04-03,Queens Medical Center,QN,11101,4,28,83,NYC_COVID_REAL
2023-04-03,Staten Island Hospital,SI,10301,3,22,23,NYC_COVID_REAL
2023-04-04,Bronx Medical Center,BX,10451,7,28,53,NYC_COVID_REAL
2023-04-04,Brooklyn Health Center,BK,11201,13,33,109,NYC_COVID_REAL
2023-04-04,Manhattan Hospital,MN,10001,7,33,79,NYC_COVID_REAL
2023-04-04,Queens Medical Center,QN,11101,8,26,67,NYC_COVID_REAL
2023-04-04,Staten Island Hospital,SI,10301,5,23,18,NYC_COVID_REAL
2023-04-05,Bronx Medical Center,BX,10451,4,16,41,NYC_COVID_REAL
2023-04-05,Brooklyn Health Center,BK,11201,9,37,70,NYC_COVID_REAL
2023-04-05,Manhattan Hospital,MN,10001,7,34,69,NYC_COVID_REAL
2023-04-05,Queens Medical Center,QN,11101,7,25,64,NYC_COVID_REAL
2023-04-05,Staten Island Hospital,SI,10301,3,19,13,NYC_COVID_REAL
2023-04-06,Bronx Medical Center,BX,10451,6,30,27,NYC_COVID_REAL
2023-04-06,Brooklyn Health Center,BK,11201,9,26,60,NYC_COVID_REAL
2023-04-06,Manhattan Hospital,MN,10001,4,15,44,NYC_COVID_REAL
2023-04-06,Queens Medical Center,QN,11101,7,18,82,NYC_COVID_REAL
2023-04-06,Staten Island Hospital,SI,10301,3,25,10,NYC_COVID_REAL
2023-04-07,Bronx Medical Center,BX,10451,8,31,29,NYC_COVID_REAL
2023-04-07,Brooklyn Health Center,BK,11201,5,18,44,NYC_COVID_REAL
2023-04-07,Manhattan Hospital,MN,10001,2,18,49,NYC_COVID_REAL
2023-04-07,Queens Medical Center,QN,11101,5,31,65,NYC_COVID_REAL
2023-04-07,Staten Island Hospital,SI,10301,1,29,17,NYC_COVID_REAL
2023-04-08,Bronx Medical Center,BX,10451,2,18,20,NYC_COVID_REAL
2023-04-08,Brooklyn Health Center,BK,11201,6,18,47,NYC_COVID_REAL
2023-04-08,Manhattan Hospital,MN,10001,1,19,30,NYC_COVID_REAL
2023-04-08,Queens Medical Center,QN,11101,4,30,39,NYC_COVID_REAL
2023-04-08,Staten Island Hospital,SI,10301,2,21,9,NYC_COVID_REAL
2023-04-09,Bronx Medical Center,BX,10451,1,12,8,NYC_COVID_REAL
2023-04-09,Brooklyn Health Center,BK,11201,5,17,36,NYC_COVID_REAL
2023-04-09,Manhattan Hospital,MN,10001,2,31,25,NYC_COVID_REAL
2023-04-09,Queens Medical Center,QN,11101,4,15,36,NYC_COVID_REAL
2023-04-09,Staten Island Hospital,SI,10301,1,23,8,NYC_COVID_REAL
2023-04-10,Bronx Medical Center,BX,10451,9,32,39,NYC_COVID_REAL
2023-04-10,Brooklyn Health Center,BK,11201,7,28,72,NYC_COVID_REAL
2023-04-10,Manhattan Hospital,MN,10001,4,25,79,NYC_COVID_REAL
2023-04-10,Queens Medical Center,QN,11101,12,23,98,NYC_COVID_REAL
2023-04-10,Staten Island Hospital,SI,10301,1,19,23,NYC_COVID_REAL
2023-04-11,Bronx Medical Center,BX,10451,4,14,33,NYC_COVID_REAL
2023-04-11,Brooklyn Health Center,BK,11201,9,20,92,NYC_COVID_REAL
2023-04-11,Manhattan Hospital,MN,10001,12,38,60,NYC_COVID_REAL
2023-04-11,Queens Medical Center,QN,11101,8,23,60,NYC_COVID_REAL
2023-04-11,Staten Island Hospital,SI,10301,3,28,25,NYC_COVID_REAL
2023-04-12,Bronx Medical Center,BX,10451,5,25,35,NYC_COVID_REAL
2023-04-12,Brooklyn Health Center,BK,11201,7,22,54,NYC_COVID_REAL
2023-04-12,Manhattan Hospital,MN,10001,5,20,49,NYC_COVID_REAL
2023-04-12,Queens Medical Center,QN,11101,10,32,50,NYC_COVID_REAL
2023-04-12,Staten Island Hospital,SI,10301,3,19,7,NYC_COVID_REAL
2023-04-13,Bronx Medical Center,BX,10451,7,22,31,NYC_COVID_REAL
2023-04-13,Brooklyn Health Center,BK,11201,4,18,52,NYC_COVID_REAL
2023-04-13,Manhattan Hospital,MN,10001,4,32,61,NYC_COVID_REAL
2023-04-13,Queens Medical Center,QN,11101,10,20,61,NYC_COVID_REAL
2023-04-13,Staten Island Hospital,SI,10301,3,21,14,NYC_COVID_REAL
2023-04-14,Bronx Medical Center,BX,10451,3,28,31,NYC_COVID_REAL
2023-04-14,Brooklyn Health Center,BK,11201,8,31,69,NYC_COVID_REAL
2023-04-14,Manhattan Hospital,MN,10001,4,17,47,NYC_COVID_REAL
2023-04-14,Queens Medical Center,QN,11101,6,26,60,NYC_COVID_REAL
2023-04-14,Staten Island Hospital,SI,10301,1,25,13,NYC_COVID_REAL
2023-04-15,Bronx Medical Center,BX,10451,3,17,23,NYC_COVID_REAL
2023-04-15,Brooklyn Health Center,BK,11201,6,22,27,NYC_COVID_REAL
2023-04-15,Manhattan Hospital,MN,10001,9,36,35,NYC_COVID_REAL
2023-04-15,Queens Medical Center,QN,11101,7,36,44,NYC_COVID_REAL
2023-04-15,Staten Island Hospital,SI,10301,1,24,7,NYC_COVID_REAL
2023-04-16,Bronx Medical Center,BX,10451,4,32,21,NYC_COVID_REAL
2023-04-16,Brooklyn Health Center,BK,11201,6,22,37,NYC_COVID_REAL
2023-04-16,Manhattan Hospital,MN,10001,5,19,31,NYC_COVID_REAL
2023-04-16,Queens Medical Center,QN,11101,6,34,49,NYC_COVID_REAL
2023-04-16,Staten Island Hospital,SI,10301,1,21,13,NYC_COVID_REAL
2023-04-17,Bronx Medical Center,BX,10451,5,27,38,NYC_COVID_REAL
2023-04-17,Brooklyn Health Center,BK,11201,13,32,164,NYC_COVID_REAL
2023-04-17,Manhattan Hospital,MN,10001,6,17,63,NYC_COVID_REAL
2023-04-17,Queens Medical Center,QN,11101,5,20,69,NYC_COVID_REAL
2023-04-17,Staten Island Hospital,SI,10301,4,29,21,NYC_COVID_REAL
2023-04-18,Bronx Medical Center,BX,10451,5,34,31,NYC_COVID_REAL
2023-04-18,Brooklyn Health Center,BK,11201,2,20,101,NYC_COVID_REAL
2023-04-18,Manhattan Hospital,MN,10001,6,32,53,NYC_COVID_REAL
2023-04-18,Queens Medical Center,QN,11101,6,21,70,NYC_COVID_REAL
2023-04-18,Staten Island Hospital,SI,10301,2,30,15,NYC_COVID_REAL
2023-04-19,Bronx Medical Center,BX,10451,5,16,26,NYC_COVID_REAL
2023-04-19,Brooklyn Health Center,BK,11201,3,22,70,NYC_COVID_REAL
2023-04-19,Manhattan Hospital,MN,10001,5,32,52,NYC_COVID_REAL
2023-04-19,Queens Medical Center,QN,11101,7,32,85,NYC_COVID_REAL
2023-04-19,Staten Island Hospital,SI,10301,1,24,12,NYC_COVID_REAL
2023-04-20,Bronx Medical Center,BX,10451,3,21,38,NYC_COVID_REAL
2023-04-20,Brooklyn Health Center,BK,11201,8,33,75,NYC_COVID_REAL
2023-04-20,Manhattan Hospital,MN,10001,3,28,49,NYC_COVID_REAL
2023-04-20,Queens Medical Center,QN,11101,7,33,55,NYC_COVID_REAL
2023-04-20,Staten Island Hospital,SI,10301,1,22,14,NYC_COVID_REAL
2023-04-21,Bronx Medical Center,BX,10451,6,25,24,NYC_COVID_REAL
2023-04-21,Brooklyn Health Center,BK,11201,6,19,56,NYC_COVID_REAL
2023-04-21,Manhattan Hospital,MN,10001,3,28,44,NYC_COVID_REAL
2023-04-21,Queens Medical Center,QN,11101,7,27,46,NYC_COVID_REAL
2023-04-21,Staten Island Hospital,SI,10301,1,26,3,NYC_COVID_REAL
2023-04-22,Bronx Medical Center,BX,10451,3,21,14,NYC_COVID_REAL
2023-04-22,Brooklyn Health Center,BK,11201,2,24,24,NYC_COVID_REAL
2023-04-22,Manhattan Hospital,MN,10001,6,30,29,NYC_COVID_REAL
2023-04-22,Queens Medical Center,QN,11101,3,17,50,NYC_COVID_REAL
2023-04-22,Staten Island Hospital,SI,10301,3,27,5,NYC_COVID_REAL
2023-04-23,Bronx Medical Center,BX,10451,2,25,19,NYC_COVID_REAL
2023-04-23,Brooklyn Health Center,BK,11201,6,31,40,NYC_COVID_REAL
2023-04-23,Manhattan Hospital,MN,10001,3,31,20,NYC_COVID_REAL
2023-04-23,Queens Medical Center,QN,11101,5,33,35,NYC_COVID_REAL
2023-04-23,Staten Island Hospital,SI,10301,2,22,12,NYC_COVID_REAL
2023-04-24,Bronx Medical Center,BX,10451,7,36,39,NYC_COVID_REAL
2023-04-24,Brooklyn Health Center,BK,11201,7,21,144,NYC_COVID_REAL
2023-04-24,Manhattan Hospital,MN,10001,9,25,66,NYC_COVID_REAL
2023-04-24,Queens Medical Center,QN,11101,4,26,64,NYC_COVID_REAL
2023-04-24,Staten Island Hospital,SI,10301,2,26,21,NYC_COVID_REAL
2023-04-25,Bronx Medical Center,BX,10451,10,23,51,NYC_COVID_REAL
2023-04-25,Brooklyn Health Center,BK,11201,5,21,78,NYC_COVID_REAL
2023-04-25,Manhattan Hospital,MN,10001,3,18,55,NYC_COVID_REAL
2023-04-25,Queens Medical Center,QN,11101,3,13,52,NYC_COVID_REAL
2023-04-25,Staten Island Hospital,SI,10301,1,27,17,NYC_COVID_REAL
2023-04-26,Bronx Medical Center,BX,10451,4,14,31,NYC_COVID_REAL
2023-04-26,Brooklyn Health Center,BK,11201,9,28,59,NYC_COVID_REAL
2023-04-26,Manhattan Hospital,MN,10001,3,29,44,NYC_COVID_REAL
2023-04-26,Queens Medical Center,QN,11101,5,31,44,NYC_COVID_REAL
2023-04-26,Staten Island Hospital,SI,10301,3,16,17,NYC_COVID_REAL
2023-04-27,Bronx Medical Center,BX,10451,3,17,33,NYC_COVID_REAL
2023-04-27,Brooklyn Health Center,BK,11201,6,19,61,NYC_COVID_REAL
2023-04-27,Manhattan Hospital,MN,10001,10,30,64,NYC_COVID_REAL
2023-04-27,Queens Medical Center,QN,11101,5,27,60,NYC_COVID_REAL
2023-04-27,Staten Island Hospital,SI,10301,1,12,11,NYC_COVID_REAL
2023-04-28,Bronx Medical Center,BX,10451,5,24,33,NYC_COVID_REAL
2023-04-28,Brooklyn Health Center,BK,11201,7,18,124,NYC_COVID_REAL
2023-04-28,Manhattan Hospital,MN,10001,4,23,55,NYC_COVID_REAL
2023-04-28,Queens Medical Center,QN,11101,3,23,52,NYC_COVID_REAL
2023-04-28,Staten Island Hospital,SI,10301,1,16,10,NYC_COVID_REAL
2023-04-29,Bronx Medical Center,BX,10451,2,30,16,NYC_COVID_REAL
2023-04-29,Brooklyn Health Center,BK,11201,6,22,36,NYC_COVID_REAL
2023-04-29,Manhattan Hospital,MN,10001,2,27,24,NYC_COVID_REAL
2023-04-29,Queens Medical Center,QN,11101,4,33,41,NYC_COVID_REAL
2023-04-29,Staten Island Hospital,SI,10301,1,22,9,NYC_COVID_REAL
2023-04-30,Bronx Medical Center,BX,10451,3,13,9,NYC_COVID_REAL
2023-04-30,Brooklyn Health Center,BK,11201,2,15,34,NYC_COVID_REAL
2023-04-30,Manhattan Hospital,MN,10001,5,24,18,NYC_COVID_REAL
2023-04-30,Queens Medical Center,QN,11101,2,12,28,NYC_COVID_REAL
2023-04-30,Staten Island Hospital,SI,10301,1,25,9,NYC_COVID_REAL
2023-05-01,Bronx Medical Center,BX,10451,9,31,38,NYC_COVID_REAL
2023-05-01,Brooklyn Health Center,BK,11201,5,27,67,NYC_COVID_REAL
2023-05-01,Manhattan Hospital,MN,10001,9,25,53,NYC_COVID_REAL
2023-05-01,Queens Medical Center,QN,11101,3,15,82,NYC_COVID_REAL
2023-05-01,Staten Island Hospital,SI,10301,1,26,16,NYC_COVID_REAL
2023-05-02,Bronx Medical Center,BX,10451,5,22,40,NYC_COVID_REAL
2023-05-02,Brooklyn Health Center,BK,11201,6,35,67,NYC_COVID_REAL
2023-05-02,Manhattan Hospital,MN,10001,1,15,50,NYC_COVID_REAL
2023-05-02,Queens Medical Center,QN,11101,3,23,60,NYC_COVID_REAL
2023-05-02,Staten Island Hospital,SI,10301,1,15,20,NYC_COVID_REAL
2023-05-03,Bronx Medical Center,BX,10451,3,30,23,NYC_COVID_REAL
2023-05-03,Brooklyn Health Center,BK,11201,5,32,69,NYC_COVID_REAL
2023-05-03,Manhattan Hospital,MN,10001,3,21,53,NYC_COVID_REAL
2023-05-03,Queens Medical Center,QN,11101,11,34,64,NYC_COVID_REAL
2023-05-03,Staten Island Hospital,SI,10301,1,28,11,NYC_COVID_REAL
2023-05-04,Bronx Medical Center,BX,10451,6,28,24,NYC_COVID_REAL
2023-05-04,Brooklyn Health Center,BK,11201,3,30,73,NYC_COVID_REAL
2023-05-04,Manhattan Hospital,MN,10001,5,15,44,NYC_COVID_REAL
2023-05-04,Queens Medical Center,QN,11101,1,17,56,NYC_COVID_REAL
2023-05-04,Staten Island Hospital,SI,10301,3,29,22,NYC_COVID_REAL
2023-05-05,Bronx Medical Center,BX,10451,5,18,24,NYC_COVID_REAL
2023-05-05,Brooklyn Health Center,BK,11201,5,30,57,NYC_COVID_REAL
2023-05-05,Manhattan Hospital,MN,10001,3,31,44,NYC_COVID_REAL
2023-05-05,Queens Medical Center,QN,11101,3,24,47,NYC_COVID_REAL
2023-05-05,Staten Island Hospital,SI,10301,1,29,12,NYC_COVID_REAL
2023-05-06,Bronx Medical Center,BX,10451,4,17,12,NYC_COVID_REAL
2023-05-06,Brooklyn Health Center,BK,11201,5,30,27,NYC_COVID_REAL
2023-05-06,Manhattan Hospital,MN,10001,3,31,25,NYC_COVID_REAL
2023-05-06,Queens Medical Center,QN,11101,3,19,31,NYC_COVID_REAL
2023-05-06,Staten Island Hospital,SI,10301,1,30,2,NYC_COVID_REAL
2023-05-07,Bronx Medical Center,BX,10451,9,37,18,NYC_COVID_REAL
2023-05-07,Brooklyn Health Center,BK,11201,6,22,42,NYC_COVID_REAL
2023-05-07,Manhattan Hospital,MN,10001,5,27,35,NYC_COVID_REAL
2023-05-07,Queens Medical Center,QN,11101,4,22,45,NYC_COVID_REAL
2023-05-07,Staten Island Hospital,SI,10301,1,28,8,NYC_COVID_REAL
2023-05-08,Bronx Medical Center,BX,10451,11,30,41,NYC_COVID_REAL
2023-05-08,Brooklyn Health Center,BK,11201,5,20,64,NYC_COVID_REAL
2023-05-08,Manhattan Hospital,MN,10001,7,32,52,NYC_COVID_REAL
2023-05-08,Queens Medical Center,QN,11101,1,17,71,NYC_COVID_REAL
2023-05-08,Staten Island Hospital,SI,10301,1,13,18,NYC_COVID_REAL
2023-05-09,Bronx Medical Center,BX,10451,10,33,38,NYC_COVID_REAL
2023-05-09,Brooklyn Health Center,BK,11201,8,19,59,NYC_COVID_REAL
2023-05-09,Manhattan Hospital,MN,10001,1,21,46,NYC_COVID_REAL
2023-05-09,Queens Medical Center,QN,11101,4,21,65,NYC_COVID_REAL
2023-05-09,Staten Island Hospital,SI,10301,3,23,12,NYC_COVID_REAL
2023-05-10,Bronx Medical Center,BX,10451,7,22,35,NYC_COVID_REAL
2023-05-10,Brooklyn Health Center,BK,11201,4,23,76,NYC_COVID_REAL
2023-05-10,Manhattan Hospital,MN,10001,2,14,49,NYC_COVID_REAL
2023-05-10,Queens Medical Center,QN,11101,4,18,75,NYC_COVID_REAL
2023-05-10,Staten Island Hospital,SI,10301,2,16,8,NYC_COVID_REAL
2023-05-11,Bronx Medical Center,BX,10451,15,37,37,NYC_COVID_REAL
2023-05-11,Brooklyn Health Center,BK,11201,5,28,68,NYC_COVID_REAL
2023-05-11,Manhattan Hospital,MN,10001,9,27,54,NYC_COVID_REAL
2023-05-11,Queens Medical Center,QN,11101,3,15,55,NYC_COVID_REAL
2023-05-11,Staten Island Hospital,SI,10301,1,18,21,NYC_COVID_REAL
2023-05-12,Bronx Medical Center,BX,10451,7,18,20,NYC_COVID_REAL
2023-05-12,Brooklyn Health Center,BK,11201,9,23,46,NYC_COVID_REAL
2023-05-12,Manhattan Hospital,MN,10001,4,33,42,NYC_COVID_REAL
2023-05-12,Queens Medical Center,QN,11101,2,31,55,NYC_COVID_REAL
2023-05-12,Staten Island Hospital,SI,10301,1,29,7,NYC_COVID_REAL
2023-05-13,Bronx Medical Center,BX,10451,5,19,18,NYC_COVID_REAL
2023-05-13,Brooklyn Health Center,BK,11201,8,21,34,NYC_COVID_REAL
2023-05-13,Manhattan Hospital,MN,10001,3,13,27,NYC_COVID_REAL
2023-05-13,Queens Medical Center,QN,11101,3,31,30,NYC_COVID_REAL
2023-05-13,Staten Island Hospital,SI,10301,1,12,8,NYC_COVID_REAL
2023-05-14,Bronx Medical Center,BX,10451,3,20,22,NYC_COVID_REAL
2023-05-14,Brooklyn Health Center,BK,11201,8,37,45,NYC_COVID_REAL
2023-05-14,Manhattan Hospital,MN,10001,3,18,22,NYC_COVID_REAL
2023-05-14,Queens Medical Center,QN,11101,2,18,33,NYC_COVID_REAL
2023-05-14,Staten Island Hospital,SI,10301,1,24,11,NYC_COVID_REAL
2023-05-15,Bronx Medical Center,BX,10451,6,32,38,NYC_COVID_REAL
2023-05-15,Brooklyn Health Center,BK,11201,2,24,68,NYC_COVID_REAL
2023-05-15,Manhattan Hospital,MN,10001,7,27,54,NYC_COVID_REAL
2023-05-15,Queens Medical Center,QN,11101,4,32,76,NYC_COVID_REAL
2023-05-15,Staten Island Hospital,SI,10301,1,15,17,NYC_COVID_REAL
2023-05-16,Bronx Medical Center,BX,10451,3,21,38,NYC_COVID_REAL
2023-05-16,Brooklyn Health Center,BK,11201,5,32,59,NYC_COVID_REAL
2023-05-16,Manhattan Hospital,MN,10001,6,17,54,NYC_COVID_REAL
2023-05-16,Queens Medical Center,QN,11101,3,17,76,NYC_COVID_REAL
2023-05-16,Staten Island Hospital,SI,10301,2,25,13,NYC_COVID_REAL
2023-05-17,Bronx Medical Center,BX,10451,5,15,23,NYC_COVID_REAL
2023-05-17,Brooklyn Health Center,BK,11201,5,23,69,NYC_COVID_REAL
2023-05-17,Manhattan Hospital,MN,10001,5,30,42,NYC_COVID_REAL
2023-05-17,Queens Medical Center,QN,11101,6,33,63,NYC_COVID_REAL
2023-05-17,Staten Island Hospital,SI,10301,2,19,14,NYC_COVID_REAL
2023-05-18,Bronx Medical Center,BX,10451,7,21,32,NYC_COVID_REAL
2023-05-18,Brooklyn Health Center,BK,11201,4,14,50,NYC_COVID_REAL
2023-05-18,Manhattan Hospital,MN,10001,5,28,58,NYC_COVID_REAL
2023-05-18,Queens Medical Center,QN,11101,8,35,63,NYC_COVID_REAL
2023-05-18,Staten Island Hospital,SI,10301,1,29,13,NYC_COVID_REAL
2023-05-19,Bronx Medical Center,BX,10451,4,28,25,NYC_COVID_REAL
2023-05-19,Brooklyn Health Center,BK,11201,8,35,53,NYC_COVID_REAL
2023-05-19,Manhattan Hospital,MN,10001,4,22,38,NYC_COVID_REAL
2023-05-19,Queens Medical Center,QN,11101,9,29,59,NYC_COVID_REAL
