date,hospital_name,borough,zip_code,er_visits_respiratory,total_er_visits
2023-05-05,Maimonides Medical Center,Brooklyn,17621,20,82
2023-05-05,Mount Sinai Hospital,Manhattan,11623,42,149
2023-05-05,NYU Langone Health,Manhattan,19827,20,94
2023-05-05,NewYork-Presbyterian,Manhattan,15210,51,110
2023-05-05,Jamaica Hospital,Queens,12787,53,184
2023-05-05,Queens Hospital Center,Queens,13015,48,100
2023-05-05,Elmhurst Hospital,Queens,19053,45,135
2023-05-05,Richmond University Medical Center,Staten Island,15463,21,128
2023-05-05,Staten Island University Hospital,Staten Island,15762,38,156
2023-05-06,Bronx-Lebanon Hospital,Bronx,17585,22,139
2023-05-06,St. Barnabas Hospital,Bronx,11604,19,98
2023-05-06,Montefiore Medical Center,Bronx,11890,15,119
2023-05-06,Brooklyn Methodist Hospital,Brooklyn,16878,47,195
2023-05-06,Kings County Hospital,Brooklyn,14467,38,148
2023-05-06,Maimonides Medical Center,Brooklyn,13735,48,190
2023-05-06,Mount Sinai Hospital,Manhattan,14686,16,153
2023-05-06,NYU Langone Health,Manhattan,12348,43,154
2023-05-06,NewYork-Presbyterian,Manhattan,14348,20,164
2023-05-06,Jamaica Hospital,Queens,12151,30,94
2023-05-06,Queens Hospital Center,Queens,14605,46,165
2023-05-06,Elmhurst Hospital,Queens,18075,43,149
2023-05-06,Richmond University Medical Center,Staten Island,18191,39,104
2023-05-06,Staten Island University Hospital,Staten Island,17986,33,87
2023-05-07,Bronx-Lebanon Hospital,Bronx,19065,40,144
2023-05-07,St. Barnabas Hospital,Bronx,13918,43,111
2023-05-07,Montefiore Medical Center,Bronx,13104,17,127
2023-05-07,Brooklyn Methodist Hospital,Brooklyn,19585,52,158
2023-05-07,Kings County Hospital,Brooklyn,18725,38,118
2023-05-07,Maimonides Medical Center,Brooklyn,16636,24,98
2023-05-07,Mount Sinai Hospital,Manhattan,19226,48,192
2023-05-07,NYU Langone Health,Manhattan,16458,31,127
2023-05-07,NewYork-Presbyterian,Manhattan,15507,22,161
2023-05-07,Jamaica Hospital,Queens,18832,33,122
2023-05-07,Queens Hospital Center,Queens,11160,34,95
2023-05-07,Elmhurst Hospital,Queens,15635,46,139
2023-05-07,Richmond University Medical Center,Staten Island,18021,45,167
2023-05-07,Staten Island University Hospital,Staten Island,15261,35,86
2023-05-08,Bronx-Lebanon Hospital,Bronx,19394,46,105
2023-05-08,St. Barnabas Hospital,Bronx,19127,26,114
2023-05-08,Montefiore Medical Center,Bronx,18345,27,107
2023-05-08,Brooklyn Methodist Hospital,Brooklyn,12536,44,172
2023-05-08,Kings County Hospital,Brooklyn,11418,21,110
2023-05-08,Maimonides Medical Center,Brooklyn,13095,43,131
2023-05-08,Mount Sinai Hospital,Manhattan,19355,46,177
2023-05-08,NYU Langone Health,Manhattan,16934,49,131
2023-05-08,NewYork-Presbyterian,Manhattan,11429,20,166
2023-05-08,Jamaica Hospital,Queens,18835,46,112
2023-05-08,Queens Hospital Center,Queens,16968,42,157
2023-05-08,Elmhurst Hospital,Queens,13447,36,120
2023-05-08,Richmond University Medical Center,Staten Island,19056,21,72
2023-05-08,Staten Island University Hospital,Staten Island,15399,20,147
2023-05-09,Bronx-Lebanon Hospital,Bronx,19578,39,164
2023-05-09,St. Barnabas Hospital,Bronx,13627,52,175
2023-05-09,Montefiore Medical Center,Bronx,15678,23,85
2023-05-09,Brooklyn Methodist Hospital,Brooklyn,16804,49,118
2023-05-09,Kings County Hospital,Brooklyn,17737,32,82
2023-05-09,Maimonides Medical Center,Brooklyn,18349,28,158
2023-05-09,Mount Sinai Hospital,Manhattan,17930,51,134
2023-05-09,NYU Langone Health,Manhattan,17646,51,189
2023-05-09,NewYork-Presbyterian,Manhattan,11478,52,153
2023-05-09,Jamaica Hospital,Queens,14773,50,170
2023-05-09,Queens Hospital Center,Queens,18992,27,166
2023-05-09,Elmhurst Hospital,Queens,19499,56,174
2023-05-09,Richmond University Medical Center,Staten Island,15981,38,121
2023-05-09,Staten Island University Hospital,Staten Island,17348,15,120
2023-05-10,Bronx-Lebanon Hospital,Bronx,13952,45,165
2023-05-10,St. Barnabas Hospital,Bronx,12914,41,167
2023-05-10,Montefiore Medical Center,Bronx,14052,27,175
2023-05-10,Brooklyn Methodist Hospital,Brooklyn,19037,48,165
2023-05-10,Kings County Hospital,Brooklyn,15159,44,103
2023-05-10,Maimonides Medical Center,Brooklyn,13188,20,79
2023-05-10,Mount Sinai Hospital,Manhattan,18102,36,109
2023-05-10,NYU Langone Health,Manhattan,13425,37,108
2023-05-10,NewYork-Presbyterian,Manhattan,19669,38,140
2023-05-10,Jamaica Hospital,Queens,14700,57,193
2023-05-10,Queens Hospital Center,Queens,11212,50,156
2023-05-10,Elmhurst Hospital,Queens,17034,44,138
2023-05-10,Richmond University Medical Center,Staten Island,15094,44,147
2023-05-10,Staten Island University Hospital,Staten Island,14444,29,150
2023-05-11,Bronx-Lebanon Hospital,Bronx,18284,31,172
2023-05-11,St. Barnabas Hospital,Bronx,16315,31,176
2023-05-11,Montefiore Medical Center,Bronx,13130,34,93
2023-05-11,Brooklyn Methodist Hospital,Brooklyn,15473,48,113
2023-05-11,Kings County Hospital,Brooklyn,16776,48,130
2023-05-11,Maimonides Medical Center,Brooklyn,16780,46,149
2023-05-11,Mount Sinai Hospital,Manhattan,14059,40,155
2023-05-11,NYU Langone Health,Manhattan,19791,48,169
2023-05-11,NewYork-Presbyterian,Manhattan,12777,33,114
2023-05-11,Jamaica Hospital,Queens,13828,25,93
2023-05-11,Queens Hospital Center,Queens,14869,21,75
2023-05-11,Elmhurst Hospital,Queens,11499,26,151
2023-05-11,Richmond University Medical Center,Staten Island,17046,30,131
2023-05-11,Staten Island University Hospital,Staten Island,12476,27,139
2023-05-12,Bronx-Lebanon Hospital,Bronx,14368,28,92
2023-05-12,St. Barnabas Hospital,Bronx,18036,37,169
2023-05-12,Montefiore Medical Center,Bronx,13404,46,155
2023-05-12,Brooklyn Methodist Hospital,Brooklyn,18369,40,106
2023-05-12,Kings County Hospital,Brooklyn,19826,41,105
2023-05-12,Maimonides Medical Center,Brooklyn,17650,47,154
2023-05-12,Mount Sinai Hospital,Manhattan,17382,29,132
2023-05-12,NYU Langone Health,Manhattan,12923,48,165
2023-05-12,NewYork-Presbyterian,Manhattan,11963,32,94
2023-05-12,Jamaica Hospital,Queens,19878,22,170
2023-05-12,Queens Hospital Center,Queens,16983,25,138
2023-05-12,Elmhurst Hospital,Queens,15375,36,144
2023-05-12,Richmond University Medical Center,Staten Island,15030,17,107
2023-05-12,Staten Island University Hospital,Staten Island,13165,20,99
2023-05-13,Bronx-Lebanon Hospital,Bronx,14920,40,122
2023-05-13,St. Barnabas Hospital,Bronx,15482,47,162
2023-05-13,Montefiore Medical Center,Bronx,14829,16,76
2023-05-13,Brooklyn Methodist Hospital,Brooklyn,15044,33,160
2023-05-13,Kings County Hospital,Brooklyn,19961,42,188
2023-05-13,Maimonides Medical Center,Brooklyn,15592,47,100
2023-05-13,Mount Sinai Hospital,Manhattan,14582,22,138
2023-05-13,NYU Langone Health,Manhattan,19170,46,130
2023-05-13,NewYork-Presbyterian,Manhattan,18918,27,175
2023-05-13,Jamaica Hospital,Queens,19976,24,147
2023-05-13,Queens Hospital Center,Queens,12318,29,89
2023-05-13,Elmhurst Hospital,Queens,14578,24,130
2023-05-13,Richmond University Medical Center,Staten Island,12414,19,94
2023-05-13,Staten Island University Hospital,Staten Island,18619,44,180
2023-05-14,Bronx-Lebanon Hospital,Bronx,11243,25,119
2023-05-14,St. Barnabas Hospital,Bronx,13201,18,127
2023-05-14,Montefiore Medical Center,Bronx,18728,38,99
2023-05-14,Brooklyn Methodist Hospital,Brooklyn,14655,25,140
2023-05-14,Kings County Hospital,Brooklyn,12397,33,157
2023-05-14,Maimonides Medical Center,Brooklyn,15845,52,118
2023-05-14,Mount Sinai Hospital,Manhattan,14992,33,172
2023-05-14,NYU Langone Health,Manhattan,18143,46,151
2023-05-14,NewYork-Presbyterian,Manhattan,13916,32,104
2023-05-14,Jamaica Hospital,Queens,17909,24,170
2023-05-14,Queens Hospital Center,Queens,11730,34,148
2023-05-14,Elmhurst Hospital,Queens,12641,20,161
2023-05-14,Richmond University Medical Center,Staten Island,17916,44,117
2023-05-14,Staten Island University Hospital,Staten Island,13425,20,152
2023-05-15,Bronx-Lebanon Hospital,Bronx,13989,19,138
2023-05-15,St. Barnabas Hospital,Bronx,13614,29,167
2023-05-15,Montefiore Medical Center,Bronx,13358,26,172
2023-05-15,Brooklyn Methodist Hospital,Brooklyn,19057,41,154
2023-05-15,Kings County Hospital,Brooklyn,14530,29,159
2023-05-15,Maimonides Medical Center,Brooklyn,13359,46,127
2023-05-15,Mount Sinai Hospital,Manhattan,15240,54,164
2023-05-15,NYU Langone Health,Manhattan,16881,49,195
2023-05-15,NewYork-Presbyterian,Manhattan,11751,38,153
2023-05-15,Jamaica Hospital,Queens,11738,38,161
2023-05-15,Queens Hospital Center,Queens,19989,49,118
2023-05-15,Elmhurst Hospital,Queens,19931,40,182
2023-05-15,Richmond University Medical Center,Staten Island,18075,22,150
2023-05-15,Staten Island University Hospital,Staten Island,12183,46,182
2023-05-16,Bronx-Lebanon Hospital,Bronx,12572,24,132
2023-05-16,St. Barnabas Hospital,Bronx,19110,21,129
2023-05-16,Montefiore Medical Center,Bronx,13458,42,94
2023-05-16,Brooklyn Methodist Hospital,Brooklyn,18158,44,150
2023-05-16,Kings County Hospital,Brooklyn,13323,45,144
2023-05-16,Maimonides Medical Center,Brooklyn,19446,41,130
2023-05-16,Mount Sinai Hospital,Manhattan,14948,38,160
2023-05-16,NYU Langone Health,Manhattan,13974,30,102
2023-05-16,NewYork-Presbyterian,Manhattan,14607,19,124
2023-05-16,Jamaica Hospital,Queens,18467,20,154
2023-05-16,Queens Hospital Center,Queens,14366,41,186
2023-05-16,Elmhurst Hospital,Queens,11024,52,199
2023-05-16,Richmond University Medical Center,Staten Island,18814,25,113
2023-05-16,Staten Island University Hospital,Staten Island,18565,31,123
2023-05-17,Bronx-Lebanon Hospital,Bronx,18193,31,92
2023-05-17,St. Barnabas Hospital,Bronx,16443,20,154
2023-05-17,Montefiore Medical Center,Bronx,13312,17,165
2023-05-17,Brooklyn Methodist Hospital,Brooklyn,15656,39,97
2023-05-17,Kings County Hospital,Brooklyn,14321,55,154
2023-05-17,Maimonides Medical Center,Brooklyn,11124,59,203
2023-05-17,Mount Sinai Hospital,Manhattan,14701,26,151
2023-05-17,NYU Langone Health,Manhattan,14276,30,142
2023-05-17,NewYork-Presbyterian,Manhattan,19393,36,138
2023-05-17,Jamaica Hospital,Queens,19874,23,111
2023-05-17,Queens Hospital Center,Queens,19415,24,142
2023-05-17,Elmhurst Hospital,Queens,17380,56,188
2023-05-17,Richmond University Medical Center,Staten Island,18465,35,151
2023-05-17,Staten Island University Hospital,Staten Island,15477,40,108
2023-05-18,Bronx-Lebanon Hospital,Bronx,18017,24,74
2023-05-18,St. Barnabas Hospital,Bronx,18046,40,106
2023-05-18,Montefiore Medical Center,Bronx,18289,48,105
2023-05-18,Brooklyn Methodist Hospital,Brooklyn,18316,55,193
2023-05-18,Kings County Hospital,Brooklyn,18709,23,150
2023-05-18,Maimonides Medical Center,Brooklyn,11089,37,148
2023-05-18,Mount Sinai Hospital,Manhattan,19494,38,110
2023-05-18,NYU Langone Health,Manhattan,11267,21,110
2023-05-18,NewYork-Presbyterian,Manhattan,15554,19,101
2023-05-18,Jamaica Hospital,Queens,16116,42,144
2023-05-18,Queens Hospital Center,Queens,15708,27,87
2023-05-18,Elmhurst Hospital,Queens,18877,24,127
2023-05-18,Richmond University Medical Center,Staten Island,12776,36,170
2023-05-18,Staten Island University Hospital,Staten Island,14760,46,119
2023-05-19,Bronx-Lebanon Hospital,Bronx,17816,22,93
2023-05-19,St. Barnabas Hospital,Bronx,18011,48,135
2023-05-19,Montefiore Medical Center,Bronx,17310,43,143
2023-05-19,Brooklyn Methodist Hospital,Brooklyn,16669,34,117
2023-05-19,Kings County Hospital,Brooklyn,13577,43,164
2023-05-19,Maimonides Medical Center,Brooklyn,14193,44,189
2023-05-19,Mount Sinai Hospital,Manhattan,15983,22,118
2023-05-19,NYU Langone Health,Manhattan,17155,48,127
2023-05-19,NewYork-Presbyterian,Manhattan,12793,48,161
2023-05-19,Jamaica Hospital,Queens,12779,50,108
2023-05-19,Queens Hospital Center,Queens,16701,32,162
2023-05-19,Elmhurst Hospital,Queens,13968,23,93
2023-05-19,Richmond University Medical Center,Staten Island,18145,18,69
2023-05-19,Staten Island University Hospital,Staten Island,17621,42,163
2023-05-20,Bronx-Lebanon Hospital,Bronx,19100,33,160
2023-05-20,St. Barnabas Hospital,Bronx,14684,21,122
2023-05-20,Montefiore Medical Center,Bronx,15010,30,170
2023-05-20,Brooklyn Methodist Hospital,Brooklyn,13425,22,91
2023-05-20,Kings County Hospital,Brooklyn,18729,23,106
2023-05-20,Maimonides Medical Center,Brooklyn,15585,30,173
2023-05-20,Mount Sinai Hospital,Manhattan,19728,24,89
2023-05-20,NYU Langone Health,Manhattan,16149,44,133
2023-05-20,NewYork-Presbyterian,Manhattan,14118,21,161
2023-05-20,Jamaica Hospital,Queens,13947,18,144
2023-05-20,Queens Hospital Center,Queens,16286,34,100
2023-05-20,Elmhurst Hospital,Queens,12956,40,188
2023-05-20,Richmond University Medical Center,Staten Island,13867,43,133
2023-05-20,Staten Island University Hospital,Staten Island,16887,37,165
2023-05-21,Bronx-Lebanon Hospital,Bronx,16743,32,146
2023-05-21,St. Barnabas Hospital,Bronx,17915,46,167
2023-05-21,Montefiore Medical Center,Bronx,11199,45,113
2023-05-21,Brooklyn Methodist Hospital,Brooklyn,15368,40,127
2023-05-21,Kings County Hospital,Brooklyn,11013,48,139
2023-05-21,Maimonides Medical Center,Brooklyn,13098,29,105
2023-05-21,Mount Sinai Hospital,Manhattan,18967,25,93
2023-05-21,NYU Langone Health,Manhattan,11196,25,78
2023-05-21,NewYork-Presbyterian,Manhattan,16174,34,170
2023-05-21,Jamaica Hospital,Queens,18725,22,144
2023-05-21,Queens Hospital Center,Queens,17549,27,159
2023-05-21,Elmhurst Hospital,Queens,11518,21,135
2023-05-21,Richmond University Medical Center,Staten Island,15972,28,152
2023-05-21,Staten Island University Hospital,Staten Island,17275,37,96
2023-05-22,Bronx-Lebanon Hospital,Bronx,19249,23,90
2023-05-22,St. Barnabas Hospital,Bronx,13738,26,83
2023-05-22,Montefiore Medical Center,Bronx,19602,33,154
2023-05-22,Brooklyn Methodist Hospital,Brooklyn,11802,49,198
2023-05-22,Kings County Hospital,Brooklyn,18861,37,104
2023-05-22,Maimonides Medical Center,Brooklyn,13761,22,115
2023-05-22,Mount Sinai Hospital,Manhattan,16762,54,192
2023-05-22,NYU Langone Health,Manhattan,12790,53,196
2023-05-22,NewYork-Presbyterian,Manhattan,14165,23,137
2023-05-22,Jamaica Hospital,Queens,19269,39,129
2023-05-22,Queens Hospital Center,Queens,12384,28,124
2023-05-22,Elmhurst Hospital,Queens,12551,42,155
2023-05-22,Richmond University Medical Center,Staten Island,12409,24,85
2023-05-22,Staten Island University Hospital,Staten Island,11140,35,133
2023-05-23,Bronx-Lebanon Hospital,Bronx,15820,44,178
2023-05-23,St. Barnabas Hospital,Bronx,18519,43,97
2023-05-23,Montefiore Medical Center,Bronx,11337,32,130
2023-05-23,Brooklyn Methodist Hospital,Brooklyn,14953,54,106
2023-05-23,Kings County Hospital,Brooklyn,13722,39,183
2023-05-23,Maimonides Medical Center,Brooklyn,18133,38,170
2023-05-23,Mount Sinai Hospital,Manhattan,11726,29,86
2023-05-23,NYU Langone Health,Manhattan,17919,29,172
2023-05-23,NewYork-Presbyterian,Manhattan,12955,39,110
2023-05-23,Jamaica Hospital,Queens,12583,50,136
2023-05-23,Queens Hospital Center,Queens,13639,23,87
2023-05-23,Elmhurst Hospital,Queens,17749,40,104
2023-05-23,Richmond University Medical Center,Staten Island,14594,24,161
2023-05-23,Staten Island University Hospital,Staten Island,16744,35,93
2023-05-24,Bronx-Lebanon Hospital,Bronx,17855,48,173
2023-05-24,St. Barnabas Hospital,Bronx,12173,20,127
2023-05-24,Montefiore Medical Center,Bronx,12157,48,144
2023-05-24,Brooklyn Methodist Hospital,Brooklyn,16889,22,145
2023-05-24,Kings County Hospital,Brooklyn,14088,52,146
2023-05-24,Maimonides Medical Center,Brooklyn,17666,41,91
2023-05-24,Mount Sinai Hospital,Manhattan,12447,44,193
2023-05-24,NYU Langone Health,Manhattan,14041,27,109
2023-05-24,NewYork-Presbyterian,Manhattan,11759,39,131
2023-05-24,Jamaica Hospital,Queens,12399,27,80
2023-05-24,Queens Hospital Center,Queens,19306,35,163
2023-05-24,Elmhurst Hospital,Queens,13427,44,174
2023-05-24,Richmond University Medical Center,Staten Island,11386,29,92
2023-05-24,Staten Island University Hospital,Staten Island,16687,18,151
2023-05-25,Bronx-Lebanon Hospital,Bronx,13689,28,173
2023-05-25,St. Barnabas Hospital,Bronx,17203,25,99
2023-05-25,Montefiore Medical Center,Bronx,11377,46,153
2023-05-25,Brooklyn Methodist Hospital,Brooklyn,11039,22,171
2023-05-25,Kings County Hospital,Brooklyn,12175,39,91
2023-05-25,Maimonides Medical Center,Brooklyn,12246,52,105
2023-05-25,Mount Sinai Hospital,Manhattan,17479,29,176
2023-05-25,NYU Langone Health,Manhattan,16449,30,102
2023-05-25,NewYork-Presbyterian,Manhattan,16266,41,177
2023-05-25,Jamaica Hospital,Queens,11619,30,97
2023-05-25,Queens Hospital Center,Queens,14300,35,88
2023-05-25,Elmhurst Hospital,Queens,13388,39,91
2023-05-25,Richmond University Medical Center,Staten Island,18196,29,82
2023-05-25,Staten Island University Hospital,Staten Island,16658,26,127
2023-05-26,Bronx-Lebanon Hospital,Bronx,13514,24,149
2023-05-26,St. Barnabas Hospital,Bronx,19283,24,86
2023-05-26,Montefiore Medical Center,Bronx,15157,24,102
2023-05-26,Brooklyn Methodist Hospital,Brooklyn,19313,23,80
2023-05-26,Kings County Hospital,Brooklyn,13255,42,120
2023-05-26,Maimonides Medical Center,Brooklyn,18930,25,160
2023-05-26,Mount Sinai Hospital,Manhattan,11746,30,84
2023-05-26,NYU Langone Health,Manhattan,12028,37,112
2023-05-26,NewYork-Presbyterian,Manhattan,13308,47,139
2023-05-26,Jamaica Hospital,Queens,12504,20,143
2023-05-26,Queens Hospital Center,Queens,14566,18,123
2023-05-26,Elmhurst Hospital,Queens,14144,27,167
2023-05-26,Richmond University Medical Center,Staten Island,12874,35,145
2023-05-26,Staten Island University Hospital,Staten Island,12042,17,135
2023-05-27,Bronx-Lebanon Hospital,Bronx,15643,39,181
2023-05-27,St. Barnabas Hospital,Bronx,19150,46,128
2023-05-27,Montefiore Medical Center,Bronx,16207,25,166
2023-05-27,Brooklyn Methodist Hospital,Brooklyn,11291,46,134
2023-05-27,Kings County Hospital,Brooklyn,16662,25,135
2023-05-27,Maimonides Medical Center,Brooklyn,18712,18,156
2023-05-27,Mount Sinai Hospital,Manhattan,16181,37,180
2023-05-27,NYU Langone Health,Manhattan,14439,44,182
2023-05-27,NewYork-Presbyterian,Manhattan,12252,39,173
2023-05-27,Jamaica Hospital,Queens,14878,32,100
2023-05-27,Queens Hospital Center,Queens,17886,37,106
2023-05-27,Elmhurst Hospital,Queens,17977,45,168
2023-05-27,Richmond University Medical Center,Staten Island,15690,37,104
2023-05-27,Staten Island University Hospital,Staten Island,16222,18,91
2023-05-28,Bronx-Lebanon Hospital,Bronx,18813,37,153
2023-05-28,St. Barnabas Hospital,Bronx,14445,31,92
2023-05-28,Montefiore Medical Center,Bronx,15011,36,111
2023-05-28,Brooklyn Methodist Hospital,Brooklyn,19667,23,91
2023-05-28,Kings County Hospital,Brooklyn,18177,48,136
2023-05-28,Maimonides Medical Center,Brooklyn,18882,30,156
2023-05-28,Mount Sinai Hospital,Manhattan,14417,30,106
2023-05-28,NYU Langone Health,Manhattan,11561,36,156
2023-05-28,NewYork-Presbyterian,Manhattan,19200,41,116
2023-05-28,Jamaica Hospital,Queens,15981,21,104
2023-05-28,Queens Hospital Center,Queens,16675,20,70
2023-05-28,Elmhurst Hospital,Queens,13598,25,133
2023-05-28,Richmond University Medical Center,Staten Island,12755,29,131
2023-05-28,Staten Island University Hospital,Staten Island,15475,18,84
2023-05-29,Bronx-Lebanon Hospital,Bronx,15090,28,132
2023-05-29,St. Barnabas Hospital,Bronx,18860,17,101
2023-05-29,Montefiore Medical Center,Bronx,19691,33,122
2023-05-29,Brooklyn Methodist Hospital,Brooklyn,11972,27,128
2023-05-29,Kings County Hospital,Brooklyn,13476,46,149
2023-05-29,Maimonides Medical Center,Brooklyn,16531,19,79
2023-05-29,Mount Sinai Hospital,Manhattan,14859,28,120
2023-05-29,NYU Langone Health,Manhattan,17938,25,136
2023-05-29,NewYork-Presbyterian,Manhattan,16225,48,115
2023-05-29,Jamaica Hospital,Queens,14081,53,114
2023-05-29,Queens Hospital Center,Queens,18414,51,194
2023-05-29,Elmhurst Hospital,Queens,16470,51,193
2023-05-29,Richmond University Medical Center,Staten Island,13081,31,121
2023-05-29,Staten Island University Hospital,Staten Island,19691,19,87
2023-05-30,Bronx-Lebanon Hospital,Bronx,16004,39,122
2023-05-30,St. Barnabas Hospital,Bronx,17479,39,163
2023-05-30,Montefiore Medical Center,Bronx,11523,45,109
2023-05-30,Brooklyn Methodist Hospital,Brooklyn,12293,48,151
2023-05-30,Kings County Hospital,Brooklyn,19874,41,158
2023-05-30,Maimonides Medical Center,Brooklyn,18472,55,152
2023-05-30,Mount Sinai Hospital,Manhattan,16170,56,159
2023-05-30,NYU Langone Health,Manhattan,16543,36,169
2023-05-30,NewYork-Presbyterian,Manhattan,18754,56,150
2023-05-30,Jamaica Hospital,Queens,16178,54,201
2023-05-30,Queens Hospital Center,Queens,14630,24,118
2023-05-30,Elmhurst Hospital,Queens,13265,37,88
2023-05-30,Richmond University Medical Center,Staten Island,19777,20,120
2023-05-30,Staten Island University Hospital,Staten Island,11022,31,160
2023-05-31,Bronx-Lebanon Hospital,Bronx,17608,23,101
2023-05-31,St. Barnabas Hospital,Bronx,15705,17,137
2023-05-31,Montefiore Medical Center,Bronx,17458,20,101
2023-05-31,Brooklyn Methodist Hospital,Brooklyn,15069,56,107
2023-05-31,Kings County Hospital,Brooklyn,18620,34,131
2023-05-31,Maimonides Medical Center,Brooklyn,18757,26,131
2023-05-31,Mount Sinai Hospital,Manhattan,11997,26,136
2023-05-31,NYU Langone Health,Manhattan,16228,26,112
2023-05-31,NewYork-Presbyterian,Manhattan,16585,30,166
2023-05-31,Jamaica Hospital,Queens,16538,60,204
2023-05-31,Queens Hospital Center,Queens,18889,30,173
2023-05-31,Elmhurst Hospital,Queens,18055,50,148
2023-05-31,Richmond University Medical Center,Staten Island,16555,27,172
2023-05-31,Staten Island University Hospital,Staten Island,11888,20,86
2023-06-01,Bronx-Lebanon Hospital,Bronx,17439,21,147
2023-06-01,St. Barnabas Hospital,Bronx,11682,36,134
2023-06-01,Montefiore Medical Center,Bronx,13520,21,150
2023-06-01,Brooklyn Methodist Hospital,Brooklyn,14093,48,161
2023-06-01,Kings County Hospital,Brooklyn,13874,36,172
2023-06-01,Maimonides Medical Center,Brooklyn,12472,50,170
2023-06-01,Mount Sinai Hospital,Manhattan,14991,26,156
2023-06-01,NYU Langone Health,Manhattan,18052,36,100
2023-06-01,NewYork-Presbyterian,Manhattan,16933,42,127
2023-06-01,Jamaica Hospital,Queens,11567,37,183
2023-06-01,Queens Hospital Center,Queens,12938,40,179
2023-06-01,Elmhurst Hospital,Queens,14794,20,148
2023-06-01,Richmond University Medical Center,Staten Island,15469,25,151
2023-06-01,Staten Island University Hospital,Staten Island,13045,33,83
2023-06-02,Bronx-Lebanon Hospital,Bronx,11619,32,158
2023-06-02,St. Barnabas Hospital,Bronx,14669,42,150
2023-06-02,Montefiore Medical Center,Bronx,12272,29,149
2023-06-02,Brooklyn Methodist Hospital,Brooklyn,18943,40,140
2023-06-02,Kings County Hospital,Brooklyn,12753,53,121
2023-06-02,Maimonides Medical Center,Brooklyn,16195,33,108
2023-06-02,Mount Sinai Hospital,Manhattan,14504,34,123
2023-06-02,NYU Langone Health,Manhattan,18083,18,84
2023-06-02,NewYork-Presbyterian,Manhattan,13747,39,153
2023-06-02,Jamaica Hospital,Queens,19107,46,172
2023-06-02,Queens Hospital Center,Queens,16328,45,181
2023-06-02,Elmhurst Hospital,Queens,17602,40,94
2023-06-02,Richmond University Medical Center,Staten Island,12148,31,174
2023-06-02,Staten Island University Hospital,Staten Island,18240,43,173
2023-06-03,Bronx-Lebanon Hospital,Bronx,14904,31,117
2023-06-03,St. Barnabas Hospital,Bronx,14723,20,165
2023-06-03,Montefiore Medical Center,Bronx,13960,33,141
2023-06-03,Brooklyn Methodist Hospital,Brooklyn,16551,23,82
2023-06-03,Kings County Hospital,Brooklyn,17174,21,142
2023-06-03,Maimonides Medical Center,Brooklyn,17797,49,158
2023-06-03,Mount Sinai Hospital,Manhattan,18326,39,175
2023-06-03,NYU Langone Health,Manhattan,15277,17,129
2023-06-03,NewYork-Presbyterian,Manhattan,18392,28,100
2023-06-03,Jamaica Hospital,Queens,18028,26,99
2023-06-03,Queens Hospital Center,Queens,11407,33,121
2023-06-03,Elmhurst Hospital,Queens,19303,40,157
2023-06-03,Richmond University Medical Center,Staten Island,15193,36,93
2023-06-03,Staten Island University Hospital,Staten Island,15783,16,130
2023-06-04,Bronx-Lebanon Hospital,Bronx,19918,29,107
2023-06-04,St. Barnabas Hospital,Bronx,12065,23,159
2023-06-04,Montefiore Medical Center,Bronx,13139,39,132
2023-06-04,Brooklyn Methodist Hospital,Brooklyn,12785,31,154
2023-06-04,Kings County Hospital,Brooklyn,16493,39,168
2023-06-04,Maimonides Medical Center,Brooklyn,17027,21,146
2023-06-04,Mount Sinai Hospital,Manhattan,16432,22,146
2023-06-04,NYU Langone Health,Manhattan,13061,19,89
2023-06-04,NewYork-Presbyterian,Manhattan,16786,20,88
2023-06-04,Jamaica Hospital,Queens,15676,27,112
2023-06-04,Queens Hospital Center,Queens,16009,38,157
2023-06-04,Elmhurst Hospital,Queens,12722,19,106
2023-06-04,Richmond University Medical Center,Staten Island,17578,38,134
2023-06-04,Staten Island University Hospital,Staten Island,15832,16,109
2023-06-05,Bronx-Lebanon Hospital,Bronx,11485,31,88
2023-06-05,St. Barnabas Hospital,Bronx,14289,45,96
2023-06-05,Montefiore Medical Center,Bronx,18462,19,91
2023-06-05,Brooklyn Methodist Hospital,Brooklyn,17468,57,165
2023-06-05,Kings County Hospital,Brooklyn,19888,33,176
2023-06-05,Maimonides Medical Center,Brooklyn,15144,27,130
2023-06-05,Mount Sinai Hospital,Manhattan,13065,43,143
2023-06-05,NYU Langone Health,Manhattan,12049,34,152
2023-06-05,NewYork-Presbyterian,Manhattan,15682,47,161
2023-06-05,Jamaica Hospital,Queens,16005,49,141
2023-06-05,Queens Hospital Center,Queens,13132,23,160
2023-06-05,Elmhurst Hospital,Queens,13414,46,111
2023-06-05,Richmond University Medical Center,Staten Island,12727,37,120
2023-06-05,Staten Island University Hospital,Staten Island,14891,24,125
2023-06-06,Bronx-Lebanon Hospital,Bronx,12834,20,122
2023-06-06,St. Barnabas Hospital,Bronx,15905,36,103
2023-06-06,Montefiore Medical Center,Bronx,12185,32,109
2023-06-06,Brooklyn Methodist Hospital,Brooklyn,12897,38,181
2023-06-06,Kings County Hospital,Brooklyn,12240,27,82
2023-06-06,Maimonides Medical Center,Brooklyn,12194,30,134
2023-06-06,Mount Sinai Hospital,Manhattan,17797,44,122
2023-06-06,NYU Langone Health,Manhattan,14022,39,100
